eFCor1	eFCor2	eFCor3	eFCor4	eFCor5	eHCor1	eHCor2	eHCor3	eHCor4	eHCor5	lFCor1	lFCor2	lFCor3	lFCor4	lFCor5	lHCor1	lHCor2	lHCor3	lHCor4	lHCor5
YARS	-0.426666760449768	0.407731765364701	0.378776827858747	0.185037979860018	-0.544879812633695	0.156711486500093	-0.222949730090999	0.598364155648726	0.595875804153595	-1.12800171621141	-0.324531517384099	-0.50147282505435	0.766207526754345	-0.123374882624194	0.183171698308302	0.390021771590693	0.324869933982502	-0.60348619733241	-0.253168906207144	0.141763397966363
YAF2	-0.254182614741174	-0.258834978439163	0.134349844566448	-0.0256701398397601	0.404337888453647	-0.471011981006192	0.199914846485303	-0.227142543152627	-0.709187646184219	1.20742732385774	0.754214709978618	0.081225985204787	-0.539063139799682	-0.131826054189471	-0.164551501194254	-0.111570324101162	-0.2365993515145	0.00620068823901931	0.22611510453259	0.115853882844055
XYLT1	-0.54899180388823	-0.104608280416618	0.0708426957913768	0.118943430708465	0.463813957805006	-0.20935595937035	0.328297772206971	-0.174464533225659	-0.0664532079851243	0.121975928374161	0.902604304574662	-0.140376631557267	-0.187751945357908	0.0957600903098399	-0.670235817969325	0.32746754789483	-0.0523553903126546	-0.706954467832992	-0.814461227150199	1.24630353740101
XPO1	-0.217840903244156	-0.37688959780505	0.0711333798111227	0.23495824925692	0.28863887198116	-0.708938750624318	1.07441721925816	-0.827698539107789	-1.00928892274499	1.47150899321894	0.729565031139551	0.265918839987147	-0.83755200620838	0.00793065431183315	-0.165862519230155	0.455808312378114	-0.920439585573973	-0.0585264507236971	0.159124372984191	0.364033350935362
XPNPEP2	0.278384725517048	-0.0172930233672854	-0.179312504175668	-0.13103957759783	0.0492603796237359	0.24296580208257	-0.158452725716408	-0.0749061042778885	-0.0661535072912902	0.0565465352030161	0.00255472646348776	0.125872617567807	0.303880644448414	-0.130778347901998	-0.301529640577712	0.297675011395634	-0.577084552501805	-0.548478740778303	0.243246063068899	0.584642218815575
XPA	-0.580478638875681	0.180969669291761	-0.302567532133083	0.369074737071384	0.333001764645619	-0.366703269429717	0.346795643589097	-0.242903602775842	-0.588936566997903	0.851747795614364	-0.139922446526649	0.320744432223947	-0.112196600203102	-0.452289174828281	0.383663789334085	-0.171545491252446	0.721244469902725	0.0566990206654925	0.2631560206949	-0.869554020010672
WWP1	-0.158549733738805	-0.101693975871594	0.00445768317283157	0.0199526281509526	0.235833398286616	-0.114538941467311	0.393677853094816	-0.359169325656973	-0.691346959799564	0.771377373829031	0.453574697587972	0.16584273607546	-0.280463641147291	0.277857365694787	-0.616811158210929	0.339063339785315	-0.503262136475178	-0.288483519093818	0.297065034499556	0.155617281284123
WTIP	-0.0622502525279609	0.0493803640319639	0.125662474523489	0.0734746289559878	-0.186267214983482	-0.104611775546484	0.483699902496019	-0.371044329158469	-0.552940642117346	0.544896844326278	0.246528455853489	-0.147824827419827	-0.341782511761648	0.389543396678598	-0.146464513350613	0.378931920936919	-0.129768108916966	0.0366909992485835	-0.125207152743926	-0.160647658524609
WSB1	-0.526478315055076	-0.314799428548216	-0.124710664536355	-0.43792241606403	1.40391082420368	-1.10272785691542	0.0562041040608783	-0.949905174621705	-1.49445350858011	3.49088243605637	0.815869906249809	1.04328756240216	-0.666997403181909	0.588912645815089	-1.78107271128514	-0.994302494284959	-0.0434510035136242	-0.103107712971699	-0.114551916346255	1.25541312711653
WRNIP1	-0.0498758971918445	-0.0957268699447802	0.115942005193228	-0.270373078394579	0.300033840337974	0.228327945992264	0.499520353697028	-0.265969944948013	-0.0344442367847257	-0.427434117956555	0.181449085236144	0.280600653353854	0.00747829986467963	0.0358678607180156	-0.505395899172694	-0.186438037682651	0.0785954525576908	0.00884622388235279	-0.0567178071865317	0.155714168429141
WRB	0.207259343747772	0.0355118451773873	-0.19406094434121	-0.214647330758499	0.165937086174548	0.14973895573131	0.225468038663362	-0.696211248833968	-0.51856882171303	0.839573076152325	0.398885687142332	-0.00719179059351127	-0.376107038542482	0.0915506733961848	-0.10713753140252	0.810583693739549	-0.109719279826527	-0.38675525022024	-0.189063667070802	-0.125045496621976
