data$Gene	MmFC1	MmFC2	MmFC3	MmFC4	MmFC5
NREP	508.204357239868	430.09059546129	419.632049795716	429.577244835114	443.329446236964
SYNC	0.721856628069417	0.534263288259233	0.266168864756233	0.459139782876042	0.380482850158137
CROCC	29.940379023228	25.5499789416097	23.8307899884501	24.7783567150521	27.7154576139705
MAB21L4	0.0987377285579765	0.277545191149897	0.148306894255827	0.171502311417374	0.192500803186765
MCHR1	0.351329653895106	0.0847581289373867	0.0787845932208196	0.00640055514823289	0.0815939247663446
CDT1	36.4147501970155	29.8944804403538	30.6188455786456	32.4586110436615	38.1931532193105
RSPH3A	4.68106444789669	5.24423904844415	4.3946871756163	6.13548235738794	4.44460000741949
RASL12	4.77602949672825	5.13917899699816	6.02576770178198	5.19737576609192	4.99703024420418
SMG8	26.072636623731	25.5440651486184	26.1361856059372	26.4838111370536	24.6380855319321
SLC4A5	0.961590656450127	0.147558668101207	0.112674397035216	0.399593248718806	0.3536000435015
C1QTNF6	32.0192724347083	26.5005618951202	25.8609549533768	27.4445298721663	20.3935624392322
GABRA4	1.56585817210041	2.22779783621298	2.35367988430718	2.75717454476002	2.63383503044468
FAM72A	2.57825173422525	2.39074262249631	2.55922390398825	2.50267198629369	2.4218069409188
DMC1	3.5706143348623	2.3752100547439	1.89449349567513	2.02587978265071	2.03045002523384
TRMT44	6.69894026374679	6.19412825844382	6.58633848144847	5.98652223639974	6.56120648997587
BC016579	0.220287797784504	0.168059783676594	0.165576915612335	0.101609425780542	0.14835348201136
LEO1	31.7315274188765	32.0433085726661	30.0969914344763	31.2237426979851	31.116163698556
SEMA4C	56.756983834785	52.9148716274689	53.9649011926467	52.0270072495966	52.0086823318548
DNM2	61.3607821557112	56.1823048936795	55.8900492574998	57.404984300197	58.2980682736473
HOXA11	17.5906880732446	5.59763360664713	5.9037327754468	6.12498210650055	9.68170595685481
TASP1	8.93882111133063	9.15261772937735	8.91822807992293	9.04119893224721	9.19366387861863
TMEM115	20.1205347544114	18.5482125296621	18.9505554219369	21.3152464723164	19.640351144715
CMTR2	8.26818819257264	8.33743339827049	8.52876332009053	8.53513407119405	7.97125805829333
AGMO	0.228728952290481	0.134406055635331	0.112059255320628	0.160856310639864	0.287291029078558
H2-Q4	8.69165085491051	9.63031184220774	10.6324660828659	11.3881948446936	11.3291263010892
PIGT	49.0260871221641	43.8772596909452	44.2201330541239	49.6867729104429	47.7869136991658
RHEB	62.3878654491155	63.7732317903733	63.0688778688623	65.4749034219787	67.4158509351049
FAM126A	56.7077769242456	62.1589920930233	64.5540309629786	60.6442162181244	63.9570906384582
CDK8	65.4691382565741	65.448333649681	62.4757755086015	55.9252394701083	66.1148873827595
ACOT2	6.48876087107837	6.38080399873504	6.70007765200975	7.31517965363366	5.929710988102
INPP5A	39.6171755163973	47.4448133854474	45.5862905590868	47.3024389357877	41.7385733481616
PIGC	28.3170013386996	27.9606884328679	27.1572089112377	26.5231671979098	26.7864781834999
GP5	0.481370941882155	0.546439431214235	0.773450569325122	0.603808500377108	0.427480556681272
ERBB4	2.61011957672684	1.84003940404828	2.31772444819907	2.54165934735141	2.2863753234003
LRRC56	15.1647527704061	14.4609468132289	13.6215783180434	13.9987851213778	15.2643266255052
SV2C	6.02131198919829	2.71759667668431	3.47641676656138	2.39132749358029	1.74360521693076
JAZF1	17.0067511777021	16.8239038783374	16.0886795326238	15.8736250273473	21.7660014021878
CCDC142	0.422995580356175	0.279613853303086	0.206867786160899	0.368375175170607	0.269405400391716
KLHDC2	82.7634803377371	90.2524772138147	84.8059520930115	91.4525121833162	91.4305166589302
GOLPH3L	30.9577081976184	37.4391492343894	37.304294131238	36.2813845970427	32.7287009916132
SGSM1	2.02469118192529	3.24895303392684	4.4973542183413	4.44428871380881	2.95117698538601
SORBS1	9.91682994027696	12.1779347939944	12.7039672805998	12.6099703640498	9.12366526811141
EYA1	7.13685843017243	6.47688616608773	9.98979284737953	9.93802385169525	5.38308038172321
ABRAXAS2	39.6365758634221	38.7580777275645	36.5292508054471	36.8656746506509	36.1920891973492
DCAF15	40.1791471804452	32.2618948304861	31.9611879553068	34.152457664037	36.3172297006351
CELF2	49.582108502831	85.7931936429949	74.23219312067	77.1106463444633	50.921451119716
MYO3A	0.0134518448549841	0	0.0328483835762772	0	0
CYP7A1	0.0137057462309541	0	0	0	0
LRWD1	35.5210732990509	32.3914654649808	29.5125242697925	32.0352704541048	34.0686767030319
NDC80	29.3868928478129	32.3501656782023	32.7249980712214	30.7435617415825	35.4987212865051
PHF19	1.19452716534055	1.14893363175856	1.32338815920125	0.924066469232449	1.34320073482319
PIGW	5.12853460360409	5.69068735498769	5.2750215685179	5.18818132714444	4.88983454448079
PLCZ1	0.0278939370892218	0.0212069433567272	0	0.0245745729118262	0.00651851921034965
MARVELD2	2.83976119578546	2.65732842578747	2.85730201300349	2.88466327303624	2.90181362504196
POU2F1	58.6557827702277	68.4051417538546	67.2870751402735	56.8285086349001	59.8667992617209
KIF21B	52.4144803191874	48.7881177270729	50.818256421558	49.0740196921662	55.0646269908148
IFIT1BL1	0.361182022742165	0.376380098313629	0.516049856518485	0.487165551655473	0.188360083949211
CERS3	4.10134192406266	3.44179513519339	3.20453183086412	3.2637783963306	3.94482882167118
CHORDC1	62.5187319262952	67.1310513703501	70.4593646964897	63.3673071201381	67.8727795341705
DDX41	37.9858716525799	36.0429376304455	33.7774738060245	37.2761874893521	36.2935925109422
ARHGEF7	87.7131092193102	96.9076447627181	98.7685376063777	98.02456921757	100.94547767871
KANK1	111.539963900393	111.143311375746	110.609865760034	108.529588551559	119.514341616846
CHST7	0.672088274157653	0.797772412791435	0.679010307394375	0.988331929995553	0.766807207760439
SOX5	62.5306690055463	73.3128828124994	80.1747767884896	69.8422098025805	74.7561986002204
HOXB13	0	0	0	0	0
RRP15	19.204266905293	19.8996746682725	20.713755018351	19.9301024419868	21.6978887324358
CYP4F14	0.0134091792845333	0	0	0	0
GAPVD1	111.523518225918	109.327663536066	110.068141695268	99.1206991263316	104.931162096776
OPN4	0.0208683293784144	0	0	0.00408555753505785	0.00650227827913473
PCSK6	70.4964375060962	102.591327636274	97.0207870510705	94.2012573810333	87.9102257952986
PYROXD1	13.9587138837399	14.9450331753902	13.1372159281698	13.515447348439	12.7310697379332
RNF115	32.2696108595767	36.0649220821212	32.8993531056879	33.7118391680234	35.77585243793
FGFR2	190.94419702923	235.205647447817	230.480150769339	228.375612871133	197.50937305836
GLB1L2	4.63365484706998	3.49267983513853	3.64220926559673	3.41119804092027	4.09221474065671
PDE11A	0.519338821797397	0.154842414351387	0.1455416275466	0.123551643010777	0.19554071681834
BACH1	71.0642433123532	61.9427587066922	61.6940171668833	61.3685727567471	61.4818855652547
PLEKHN1	7.79957705147469	6.21625464294519	6.97995188585295	6.11571924369327	5.81684097185853
KANSL2	80.6658063420401	77.3568011448959	80.3495706257764	78.3008113558246	83.3139122980623
FAP	11.7753906702648	20.6445318115233	17.4973220509445	16.9912140527754	7.0049257816992
RAD50	37.8317548314006	36.0396642473331	37.4824975702892	32.8607631472353	34.6892241308457
MINDY4	10.7612716568475	9.79421682898255	10.1005541729642	10.3954651281588	9.53726396888987
KCNN2	1.03624381677091	1.51283150146454	1.07997118104117	0.946921555417658	0.603922225488129
KLHL38	0.0401366076143286	0.0318756111546354	0.0677408723207562	0.0334789309107661	0.00527271163002755
FAM76B	56.7285087590034	58.9904964783891	54.6112484401429	50.9584647185758	56.400171603804
DCAF6	31.7891565436602	32.0071645127892	29.9843462403821	30.4662700121679	27.4436043585097
C1QTNF3	3.14715036082387	0.633489271980011	0.833390372026137	1.06536967857379	1.34486976210652
TIMP2	155.971075055216	165.240436229585	171.663054830719	174.699609652235	142.977878521226
TNIP1	15.6144001700133	15.3094189705814	15.8881535711062	17.1853729986509	14.8655104581907
HECTD2	8.01052947671818	7.93891911309115	7.91818996493329	6.76410580580482	7.95002953650136
ASB4	68.0903975742489	31.3683205706238	16.771757803881	11.3840675070858	10.7692813757874
CCNYL1	36.0516222409608	35.500008740585	36.7747916246667	37.9774234693191	34.7996887069746
LMOD3	0.440711619436827	0.754055303981689	0.620895283270114	0.666321866971747	0.545141542532118
TAF3	24.6416331484326	21.0228969755744	21.422555513378	20.5933293177114	23.9746501967275
SLC14A1	2.20356845146827	0.927232479509707	1.28785661016128	1.17556275230186	1.21529343633397
DNMT3C	0	0.0269885183851389	0.00814545129258451	0	0.0117299447370653
UBA3	78.1789385781001	84.6444395443529	86.032703202271	81.2895636186199	81.9030273814931
POFUT2	51.3641742358421	47.2781525723963	44.8664331783237	52.2707877286201	47.9972739389976
PDZK1	0.00692005965192275	0.0256794307702007	0.0250235751961832	0.0126222754973714	0.041642555917811
PRELP	7.51265696612498	5.3598802388132	5.24053889570834	6.08548199463549	4.89526879677782
PRPF38A	44.7152258371169	45.8490675562751	45.0591034580256	45.1875413071388	46.8174235886888
DLL4	5.53033182956015	5.55164094470106	5.68561152845386	5.47283774202907	3.63366132500754
GLT8D1	35.0860734830377	33.2965529011397	32.0509974104934	30.9635412279188	31.6957796343875
ZP2	0.00666232748333295	0.0121802746465359	0	0.0279483385937585	0.010502690792995
AIFM1	34.1715523402002	33.5147757423337	36.2052868422444	34.7620099664581	34.9623409637356
2310057M21RIK	17.4731681719501	17.2017401009696	17.1446766582526	16.3386905903287	16.5065958665831
PARVA	169.197505020463	175.441137634638	180.589379296543	170.680437818506	152.334976418216
ADCK1	11.6662414345246	11.6915416320067	11.1892720261724	12.841584348233	11.862431909184
MFSD13A	2.0617445848839	1.83584266950564	1.71160533160795	1.70266269676304	2.1036953968424
PFKFB2	13.6181805517073	15.2639234271408	14.3631185736917	12.6337018658902	12.833367145762
VEZT	46.1756407635334	48.5978979412628	48.7811434553206	49.1082291058018	45.7591074227842
RHOB	53.9784483923108	53.3847217685603	54.1719020137768	61.1452628565943	46.0645994162917
SUPT7L	26.3834767185089	28.1232284835225	28.3279505020125	27.3607549870489	26.9056629884018
ACOT3	0.0324562583612316	0.0434962110651857	0.0781061917385911	0.0454640287547371	0.0726093466330949
OGFRL1	24.7089843878404	28.0856800995437	28.2924595088264	28.0168297551414	28.4776637972374
PRR16	4.77877926645923	8.09755753634965	8.97712394508199	10.3136025953516	8.54875358793197
GM8978	0	0	0	0	0
UGT1A1	0	0.0306853619466885	0.0174407297000231	0.0310565866766733	0
TMEM259	74.5616014357235	66.0296562140743	64.5724912862186	73.2379822177398	74.1358009680371
DLG1	110.011625499064	125.484462827675	120.265267836691	115.835762962276	111.685364028789
ZFP618	132.267336166387	183.529546731402	193.057441242183	173.704360999402	144.88872913328
GPR171	0.041157344349917	0.0195309941052122	0.0531149919399083	0.0184543907596648	0.0706449383520486
TNFAIP8L3	0.814106156143627	3.02448510224838	3.30415117402873	2.88100359154693	1.53413391560807
INTS3	77.9425412234123	74.8071606616364	75.7391976286529	76.9786883520299	79.2906659484112
SPOPFM2	0	0	0	0.048799732717561	0
PRORP	12.0818556553317	12.8652739545524	13.5024052436004	14.0843483903216	13.2675413305505
CCDC25	27.224955836279	26.3417183254009	26.6580649962742	26.9820256485248	28.698676198639
RASGEF1A	0.0814882951395278	0.0629066312593353	0.0255297682172447	0.0579797167845543	0.0266722379436676
MEOX1	1.33784048797943	1.89686482874813	2.37614471720971	2.82373438157466	2.05882951986612
DDX42	120.764683862248	124.215274414061	123.558584311364	118.803706804377	119.530646637915
MYH9	209.346874282671	222.03162877432	225.185017003912	222.639284151805	207.123167723883
RILPL2	12.5899374666912	11.9000885802896	11.1251882179435	13.5870211626531	12.0267753327603
WDR20RT	0	0	0	0	0.00523484655548517
OMG	0.0206763182687835	0.0121420062791545	0	0	0
PLCB1	16.1955854180389	13.3334105649792	12.8519683368612	13.8659320293156	7.32962338330798
B3GNT5	57.5142847617903	60.5660382050013	66.4857448906232	59.2712383075696	59.0478907529423
CDS1	3.43863992485276	2.63240435668179	2.35805619103006	2.48604014350688	2.95315131814188
RBM41	16.7449679847055	20.4641354657764	21.3301847341479	16.6462380283778	15.8988296764198
DOP1A	30.761790048069	31.3896818857752	31.5590376244071	28.5318300657307	25.1751873074453
HCRTR2	0.142350050437552	0.109522749745252	0.111440792418118	0.0927250843410714	0.0390241027939393
TTC39D	0.154208766867862	0.0427339170221487	0.0584971830255995	0.0202216777099556	0.0466672958328446
SCD4	0.633440439400467	0.53324852007941	0.612414078223731	0.344853302923185	0.584555415585976
CNGA4	0.00663395173301165	0.0634974103307113	0.0440176325804183	0.0370456929150926	0.0390153549565051
CSRNP3	42.1321599907987	26.0514241446463	22.924417306377	20.0255442063115	23.8226799874622
SNW1	89.199569768826	92.3576181051283	90.5699333695255	94.4266347873825	94.7089930463599
DEGS2	0.0745901308784103	0.0778520636602548	0.0773010522465303	0.0682330013906071	0.134876075280655
SLC7A3	1.58828512289856	2.15115249288482	2.12980992655084	1.51428708769476	1.75930744279613
AFG1L	3.79547358206137	4.36144729685388	4.46687345252879	4.188877623637	3.5390379522397
ENTPD4	0	0	0	0	0
FUBP1	463.840942494083	486.239157651316	487.576747400069	419.401434588394	458.214037314278
DNAH9	0.215805681555537	0.277284744633241	0.178044019917936	0.345435173184106	0.154021178602459
FCHSD2	41.5098566985957	40.3482362681248	40.1919325727922	39.1594747839498	38.0372669703176
KCNE4	2.28564426508803	4.17609407659635	4.33324342613316	4.54844362232133	5.12268124290583
TNFSF11	0.0203525286564023	0.0626534292551609	0.0346942601546078	0.102569382136608	0.020864468918821
ARL13B	26.2309776106572	26.9022735232927	27.4918434083266	24.2563522125782	24.5654919897518
CANT1	47.423265002372	43.0070467337994	41.4883639743309	43.5240531426363	43.4097902384952
SMARCAL1	41.2878038952453	40.597761258248	40.4024042368873	40.6555085507571	39.4980164622467
GM49340	0.00686437745534939	0.0321626241947407	0.00807626775456077	0.00626035523662654	0
DNAJB12	26.040457211079	24.3901100339598	23.9856526989547	25.13817468244	24.519021239242
RAB40C	27.2700887159882	23.7713158622794	23.1031536547326	25.5514835678188	25.0823921053536
ABHD17C	42.9025553079888	41.336073352711	38.726884471085	40.8195588249998	44.5788021529092
FLAD1	11.1256808249403	11.6554793178799	10.6394505928368	12.2830167469605	10.5108321153246
NKX6-3	0	0.0200605005959243	0	0	0.00521145582020597
HOXD11	6.60630958064872	105.562947493849	127.635456299076	113.148970506797	92.8208718066458
LGALS8	15.5264255229134	14.0116099022757	13.892857280771	13.5275216709328	13.3004715264316
LIPK	0.026423266679433	0.0358622774619786	0.0173161530593087	0.0388635217257603	0.0156204082039566
SYT17	1.04859367155466	1.77112315943298	2.2601980306711	2.1217356254541	1.72914740349139
DPEP1	0.134051428392112	0.155020872631185	0.348961154651519	0.390240032926042	0.171930607295506
CNOT6	248.190527283225	265.378347348097	255.951105718055	234.218185715323	253.198944321899
DLD	83.5928539122012	83.2899084604121	83.0793384914563	83.9447816722201	89.9594729526979
STAC	11.5883740323985	10.717192578136	11.600260889863	12.4590373951324	14.1255915354621
C330007P06RIK	42.8237222065681	44.3186916319733	44.9938215017799	40.5824103367214	39.3763233561614
MATN4	77.401467231121	123.26017600996	113.710953725283	113.088527273817	104.160647019391
WSCD1	0.818046493858115	0.769230464748688	0.837118181193861	0.906395857835667	0.750324049241708
MARCHF7	122.207316268514	133.307433691617	133.277501168316	113.084620887454	117.121509480316
ISOC2A	9.78440503890045	8.37322531483837	7.4829140634114	9.05975799324725	7.94833464805074
DCAF10	38.9360918620938	42.651626078977	43.9680244744371	42.6887096598805	42.0210191589804
LANCL2	34.3113531357613	37.4075712303349	37.6401338670316	39.2289132276832	40.5103390018403
PACC1	10.7948386535727	13.0842493401896	12.7325238737543	13.2690522056862	12.7975310931923
CRTC2	39.9545516156884	37.0762254795245	36.7587057055801	32.6303854918988	35.9100293407672
FEN1	41.2603739718603	35.4735469087592	36.1145210318806	37.7872852943746	47.2516209669242
MRPS22	18.8650270896043	18.1790627240892	16.7528987098493	19.8554882122536	18.7215717317329
SAMD3	0.00658523780172785	0.0133201009742408	0.0445027316325611	0	0
SLC22A16	0	0	0	0	0.0103788548392622
ISCA1	23.1612987399788	23.9024588159588	22.4712077391052	24.1352105809576	22.5873057442114
SLC16A4	6.23347243116348	5.41278388954831	5.32700190470503	5.66364431934119	5.0267358145363
MPHOSPH10	28.8623432020927	31.4795880914727	33.7873227894008	32.5997155361892	31.8511184010061
UTP4	28.7798919249784	29.1367475554062	29.7826408267883	29.4645629956428	30.1022316404946
ESCO1	19.2661664806191	22.6787975872328	23.6648361214192	20.7950060715446	19.6402620127398
ODF2	78.2214403235401	80.2762799439164	78.8578909121017	71.2231124737003	75.655568778558
SCG3	0.0160477364596218	0.0400863277703915	0	0	0.0103719325261191
ESRRB	1.85742094998934	1.82468550145534	2.10997353317661	1.71459503068671	1.30865448465161
COL20A1	0.935482566880874	0.941583897679192	1.13754441198176	0.955583557160615	1.05698809310095
ATP13A3	67.6879704735571	77.1435110923443	76.1018626099654	64.731145039471	73.1917754171277
SUV39H2	25.6286064901579	24.4376189458334	25.7269665790397	23.1749019935792	28.0598348045622
GTPBP3	22.222770830802	20.9713151481048	18.3447995881715	19.5855855021595	20.7159356517432
HDGFL2	65.9474719497581	57.7653231943976	59.4040551198331	60.2295105806932	63.0270994303594
OPHN1	17.5516540591872	22.2070983753773	23.2870282975053	20.7363759433284	19.5606676347944
TTK	39.3431599172707	40.2537075210674	37.2830503887397	34.6325774189297	41.4452459816463
TMLHE	0	0	0	0	0
TMEM174	0	0	0.00861194113073967	0	0
BRAF	62.2217359495999	64.9729288642805	65.5044447611364	53.9167401448229	57.982561617896
EMB	14.3332224486128	13.3077740731181	11.0594402867951	11.0382253028223	14.4316799091655
NELFA	49.3828552922966	46.2645978631762	45.2773161599079	47.9670731460515	51.7644536841953
IDI2	0.0853801071576885	0	0	0	0
TKFC	18.1779802489106	16.3703795105369	16.3253571000199	15.7833095964134	17.3471378092682
NEK5	0.169701695759959	0.151502288428379	0.0931904129966757	0.0413270705837135	0.13955999461457
GUCY2D	0	0	0.0177497471450392	0.040021603100245	0
WNT2	0.679611811264442	0.180194090204504	0.25818951586892	0.242878525120462	0.497412432439298
USP13	12.4533258946479	12.2061267433376	12.445653249191	12.2515443282683	11.2487931818424
MZT1	69.2239249726982	69.6067601084171	65.6500846014142	64.8179445652786	71.2324784795287
WNT5B	23.3629647589054	14.418382150099	13.4048769914652	13.8332850175145	14.4093901835733
ZMAT2	63.9452585025176	67.0884345995303	70.0898316077081	66.5491618226532	63.8987102949035
DDX20	35.0778512368265	34.3887825712482	35.084028991904	33.314306480643	38.5858521857707
RAB18	109.807360003731	114.172166155194	115.019192666531	110.275855392043	101.208013606689
ASRGL1	15.4624361510256	15.4831787597226	16.6891640968193	17.3849386838275	20.123000010117
TACR2	0.00655315736956709	0	0	0	0
RCAN1	24.5034555060011	22.5995769149363	20.9100786503411	23.7736453345475	26.0851873573689
KHDRBS1	322.511769108865	337.946218457309	342.955402382341	335.845640772382	352.155083875959
TRIM7	1.17936553061301	1.30970364274873	1.45536737536826	1.16068847548029	1.29797170490813
CDIP1	67.9553851565252	61.7171873401192	63.7106047911216	64.2098152811194	60.111942032486
ALDH8A1	0.0266955659212918	0.029572955520077	0.0437303079415097	0.0567368768156069	0.0154890280552735
IFIT2	18.7572951867274	23.0597143178687	23.0892649667391	20.1999634496223	16.4412720012416
SKA3	25.1372990226931	26.8094758315098	25.0395677810999	23.5674351102628	29.0791327817828
RPAP3	25.1756657836511	26.0670728285559	23.9087199904508	26.2394748756908	25.5228662907331
IKZF3	0.509941584760487	0.543019552710993	0.426729030688918	0.380841218123705	0.491481927299017
TTC39C	14.7373824992919	13.9933352461872	14.3055477383589	14.9585085332853	14.3615756245255
AFF2	20.6444647851733	24.6249233693903	24.1245981527909	21.6016857624925	22.4313771468603
DCT	0.51834061624277	0.371329847317342	0.191631192508327	0.331182202403126	0.45048387968698
KCTD18	24.5144139649527	25.7995103311889	24.6077833942629	22.2289617225345	22.7201290410745
PLCXD1	0.709025067136565	0.74981587154142	0.61962242111112	0.612954592756948	0.626650511231593
DDX28	9.24365784792405	8.19190793484589	8.74373904324159	9.0011605604282	8.85359185189723
HHLA1	0.0478665242674927	0	0	0	0.0103123237184977
SCLT1	27.905836879097	26.6434811665666	26.3216970415758	22.5918664451953	27.2865337936376
DNAJB1	44.7254624271145	40.7809695167542	40.472875035521	44.0800785429892	44.2606923347503
TUBA8	0.239980824963696	0.192147150618955	0.163189174589434	0.118601465113221	0.213636192520836
ALDH1A2	137.380602091784	248.37142196503	203.311866617477	180.040980862447	144.586227573757
GTF2A1	71.2952049003816	76.2411621802998	74.0110392114793	69.419303864981	74.0682372923147
TGDS	16.9621470680077	17.7303702585471	18.319140602471	15.7829860032782	18.1580177797567
CSAD	28.9546533611428	32.3533026316788	29.0344480906878	29.8146617708051	27.0178841189212
GULO	2.00370125971273	1.28431163793645	1.301389847689	1.58052823041254	1.75732496384426
POU2F3	0.199787544369255	0.209007429008724	0.129642611344367	0.225356674534703	0.354545328089549
PIGN	38.7415513644287	42.3962249192784	41.2903375384031	37.3147571323445	35.2230383821917
BFSP1	1.38909440315173	1.33242063079251	1.74588947498607	1.74404053868506	1.43632766718344
NATD1	33.9519630569143	34.231649557794	33.8479820117562	39.2861706996752	32.8059090164583
CSNK1A1	360.884339781623	380.031264020624	383.999490635113	370.328118930868	370.894186168299
ABLIM1	55.2102959361376	70.5832827161404	69.6054721884444	63.6505300072631	61.8074059499989
FIBIN	65.7633018790325	78.152848300808	70.5361184241546	72.4671254753274	66.1865809464713
PRAM1	0.0135411043806143	0.0702046140123821	0.0842384202395736	0.00795314661255751	0.038370259801801
SYTL5	0.222641082019662	0.488667722992168	0.87469753111673	0.338603531995146	0.11981641479529
ENO4	0.671886235286633	0.665287757089248	0.400553897044504	0.248307322059183	0.417251334986646
EPC1	62.7085191356233	65.2635406741396	62.4571238641665	62.0633138862224	62.0408344337711
GPR37L1	0.0620936882281963	0	0	0	0.00632603759417802
GPR119	0	0.0205807356859909	0	0	0
RNF214	35.236109549076	37.5892029727001	38.9276255561455	34.1352165084887	35.7636075733487
PTCH1	57.2418389181333	136.927594847259	156.231833202666	141.677421683031	123.771372647762
IL5RA	0.0195469343995806	0.0382707722449117	0.0244506003347999	0.0343851682199743	0.0481942545391376
CXXC5	39.844331605306	35.2803698940193	35.9363798218075	36.6122693120855	36.8897701428683
ACSM5	0	0	0	0	0
ZMAT4	0.186291439246327	0.794837761626911	0.486874279816655	0.529444647406835	0.856310885862986
YTHDF1	85.546358699673	83.1401574273105	81.464738669481	84.2265088600486	87.1628683045847
FBLN1	150.513102317701	117.556064303336	117.001914515467	122.308487465027	142.520680296369
VCAN	684.90808911972	924.040315323416	1075.67399520132	811.503591416602	853.408823486496
STK38L	19.4747152698936	26.6129244293756	26.7645080500811	28.2380483324644	28.4928813981808
LMBR1	9.9527876320933	9.81166243712115	9.8210480940959	10.4635671648318	9.7998407694859
LOXL4	0.222903429965133	0.177422953611255	0.17857847105576	0.138714144859475	0.169746295263417
TTI1	29.6213795285413	28.37904100127	26.9307349957288	27.8279287239873	27.2051015351735
PPEF2	0.119337632090102	0.26344860125444	0.152511391681621	0.176283975591601	0.149877741462664
TMEM214	63.72762350239	58.3332697135172	57.2719587698857	59.4372478156102	59.0903542687054
ELOVL6	84.4730029802798	90.0514355081077	92.0771837813426	82.8090647091399	84.4566071228044
HNF4G	0.0269929463724308	0	0	0	0.0114335387505211
CYB5D2	5.09263500832096	4.19429426671641	3.98808164905737	3.72138838302156	3.59026703187439
SLC35D2	2.12319168545912	1.91766458031901	1.96808417677857	1.71822844607127	1.4295214611435
KLRG2	0.532620142551638	0.570779702215296	0.389495103242138	0.469041935012432	0.44944289749076
BEND7	1.85049866287991	2.19464460347741	2.53064788027716	2.74342200038507	2.02191308219987
ST6GALNAC6	21.1030652948978	19.6493216921623	20.178493991534	21.4265740616015	19.3556054869089
POLB	34.4994200571148	35.6182427464904	35.6456897059906	32.6055609078972	34.2233112616584
LONRF3	0.298376162593054	0.216215258870183	0.16768606939672	0.260346519299599	0.380542556292207
ZFP207	284.959189534235	306.798364521886	297.397322932449	284.537055727639	291.964555129661
RECQL5	18.133719846293	18.6531771683799	19.2082732431938	17.8570355545835	18.8475666509184
SRSF7	231.206157618206	257.045682560127	248.624766497902	241.513365948656	270.936819315269
TDPOZ9	0	0	0	0	0
FBRSL1	56.3712429198047	53.6286552226372	56.6460143344066	55.7261974184578	60.4864506899021
TDPOZ1	0	0	0	0	0
CLCN4	42.7493671447223	40.935137974093	40.437405065277	37.9921389747314	39.2777110069856
KHDRBS2	1.93714849119911	1.6796471905543	1.88037943956855	1.81815647690864	1.99809744399502
LILRA6	0.0129741598776699	0.0102362317561406	0	0.00613959432894939	0.00716253222138445
RAB27A	10.4708335462689	9.71306574163197	9.90156574035131	9.65648320667705	8.47952842178019
SRSF6	435.878474484551	411.491600111797	399.590003814505	373.050076391387	416.36137434648
PGBD5	2.53053328670188	5.92054265378235	4.73276896864719	4.50631064470428	3.56192782563036
USH2A	0.080258625046946	0.270552984691733	0.315082637819961	0.285816240448066	0.252185467337254
TRMT61A	7.42114674309444	6.71697820291314	6.83916393752272	7.02379386342078	7.25572419795913
SLC2A12	2.42242378018593	2.44105753338347	2.16869517284599	1.66464471144613	1.61012972139918
ANKS6	15.0061104090502	10.6713245540208	10.6324995453918	10.2453796917631	11.0999619985931
RHPN1	5.42487741473805	4.64212812999236	4.51027130109289	4.71459758350752	4.26892613784426
FAM193A	76.5860096655501	74.2713826317055	75.2277806096233	73.2710714416848	71.1291932677072
TMEM61	0	0	0	0	0.00628586787877816
ACAP1	1.17276407126267	0.912112152855236	0.662326897973953	0.523358674049478	0.763368489767778
ZDHHC6	30.8202142085442	32.9424327185572	33.0863348466193	34.5606536518487	34.403752234005
MREG	1.69174076637443	1.50683909222876	1.58105922555185	1.50031713405825	1.29314516539369
CALM1	235.279335719556	256.22579807178	262.147506268489	273.426285859017	253.362623178739
BIN1	50.9505754497471	47.0004233866447	47.1060054832117	55.6327770391185	50.5445008942739
CBX2	94.0997749179379	87.2644707595508	92.5675670147986	93.5311544853158	100.138408655093
SAMD7	0.0984232368176384	0.00592085576492805	0.0423960818608666	0.0280517847945844	0.00510537891250643
ANKRD10	183.729615027695	179.842435824031	178.442393229167	160.520939213431	197.463447860124
TYSND1	19.4324591060327	17.4257779860911	17.1652685222871	19.0003228791745	21.4565014714918
MEP1B	0	0.0102138427977938	0	0.047518899837835	0
GABRR1	0.03157599238643	0	0	0	0
CARF	19.0144880008149	20.1664151690131	17.8491534873245	15.6404407521663	14.9172434227865
TOX	15.830293895286	14.6391836738621	17.0168364656783	15.1323203584129	12.7612721039254
SUGP1	31.6244781086579	27.9344961048271	29.3012527738807	29.995539567136	28.8522116141979
RGL1	37.2999269769888	51.4776151438419	48.9788026713023	47.0797204839103	37.0439246757998
FGF7	0.690623209229197	0.75052619419359	1.35261086685925	1.3169536905347	0.903171367697736
MMS22L	32.6322738312533	30.0865278925096	29.7514009980956	27.0273620766872	31.1245369911668
TENT5B	0.377339064793303	0.235783143409615	0.194501068234321	0.215014407201474	0.0740791489703346
EPB41L5	12.2218631693892	11.4880961336448	10.4261364101164	10.2993427325579	11.0560542966277
SNX16	8.40981040308646	8.00497014100102	9.22836486289333	9.29842391645207	7.83391520597679
TOB1	19.8850524713183	24.0207107561537	25.3167844897503	25.2211502851859	23.8502126880085
RALB	39.1702212091388	44.9124346771781	46.7744110025615	50.3098988426295	37.7612390797492
FNDC9	0.012923169729679	0	0.00846903555739115	0.0271062270815448	0
CCDC157	26.6879059921181	24.8694209995608	25.423134407807	21.6483169030241	22.7557054077306
ZFP385A	27.7041739218985	24.1385617474254	26.6741842633377	27.1268627901069	23.4240107879689
