data$Gene	MmFC1	MmFC2	MmFC3	MmFC4	MmFC5
DDAH1	10.1696500629654	15.5304834012638	16.2653777670659	16.3801925231847	13.7943059134234
LARGE2	13.9123665502309	10.7197077174428	10.1330201538296	10.2160367547898	10.7474662231509
FZD3	17.7653640488142	21.0426820728516	21.076857474261	18.9269965463833	19.2231690575484
NHSL1	44.319927004885	53.4014307267164	56.0683069387097	46.6752379788056	46.6316434998058
RBM47	2.24302106606013	1.67329458353798	1.416459100859	1.60434901608312	1.27585742208577
RFNG	23.5897846419843	20.5113396930872	20.7010359643804	20.8711398149504	21.1859677321781
NHLRC1	1.49283673003014	1.4950853816746	1.93316021413727	1.52542748595921	1.77696276593876
FZD9	4.86406451405232	5.15435702058276	5.15991055404111	6.45590835986869	4.88438411003499
IL2RB	0.1734829397162	0.0910595860230086	0.0495898768598377	0.0543583349498974	0.0215191860785228
KCTD20	104.729237176682	101.196121863727	102.369003773315	102.048917860654	102.642087032657
ZHX2	19.8603242928278	24.4264836586797	23.3174191398088	23.1759133303866	23.1822555414925
SAYSD1	4.49706785825593	4.53127557573957	4.4723524586983	4.90464835405766	4.76422137002852
RPAP2	15.02318050308	16.0415051195742	15.3149765028671	15.7480611628045	16.1054128157424
SECISBP2L	68.6459465897622	72.5584342571546	70.9709469456783	67.0677303392113	70.0397873693377
ARHGAP10	30.3844205585662	39.3449155851149	37.5109977111565	39.1685010837279	37.3678174522495
KIF2A	73.2207099367053	71.7705958813256	74.6316153583483	68.0479365140236	71.9491524891074
RPS6KA1	35.3391783065751	29.2596723677856	28.8344590604842	30.3363625647455	30.8849547133826
TC2N	0.58369624196973	0.862237474718089	0.761158788128436	1.05028594447415	0.820971981795366
PTGR1	14.8587797489613	17.609855299631	18.3736191505986	17.7727097660766	16.7877827926607
CDK14	40.7886669301337	39.1360115080576	41.2880324222697	42.2785357472362	38.5448134143781
AKAIN1	0	0	0	0	0.00507980754600215
PKD2L2	0.214861199541527	0.180387139836957	0.195351557226263	0.100037312093663	0.0570373004822118
RELCH	35.590346394621	38.9333513979964	40.5275762287692	35.2515828214626	35.4089418510586
OPRL1	1.85650325226692	0.469626242640563	0.616603365706516	0.602866566183371	0.47884205646363
CD244A	0.102406763255249	0.0327122113165329	0.0255765544696647	0.0182785486156192	0.0214676935732229
DNAJC5	105.724629245695	103.398005657511	106.967428646786	104.657274706205	103.377489230439
OPTN	3.50101996954321	4.70988377693159	4.80578020827715	3.85145311724578	2.51053747339657
CAR13	3.93655931278111	3.4231725335207	3.5595249541439	3.65367678955438	2.86455773406559
SCO1	14.7865412464633	16.0797296917121	15.1747400083096	15.0406234489463	15.8847704204571
FAM167A	1.99869907594985	1.12986421240764	1.09768587712742	1.22070873212214	1.08467392844252
G3BP2	138.393383804099	144.591719733903	149.454921948902	140.43861905457	145.838718546818
ASH2L	94.0746542539616	93.4117571982498	92.7079124083736	96.4315178762328	97.0261067516783
SMG7	108.002944764333	108.886971815398	110.975473879765	101.465193654417	104.060108621317
KRR1	48.3669293403402	49.4438671549484	52.1196637823927	49.5510835655396	50.2696808835469
TRMT2A	43.8770038992561	35.8106322499056	35.9158776310162	36.578128254864	38.4632586350436
PHIP	191.424975149594	226.111364608691	215.313085138737	164.691001109311	178.98637299574
KCNK1	9.09902928333729	11.8708765865073	11.8900390575667	10.9124167040063	11.2675063632862
STING1	7.80833350127333	10.9798323925755	12.6811207776697	14.0983133415473	13.344941033201
COPB1	122.846122156989	127.847027069313	131.028602859279	131.795786868977	122.992941389344
GM37240	0.0128558030760056	0.0736355483004538	0.0894767850143747	0.0139192663690764	0.0728980694144349
DUS3L	29.9889395682151	25.4649589966207	24.6562435967767	26.1474552692498	26.7934472648715
NDUFAF7	14.6397403171949	13.7890269337402	12.8946277810306	13.7247407546118	14.2509334402063
FEZF2	0	0	0.015682822019924	0	0.00622993893280812
SMARCA1	67.5807616478414	95.6531534429804	100.767785856808	86.9829578117609	73.6566205517401
UPRT	4.022257131106	5.37348981583182	5.06369143510888	4.69511190837005	4.21371678705216
REPS1	58.0911410666302	58.9757585387487	60.9889184671662	62.6904622794205	59.535041808851
LSS	31.3817728674173	31.4522058259399	32.1339971431829	30.3445597799735	33.1607328020413
SESTD1	67.0379235804856	73.3303257147935	78.2509279479233	66.3385275054633	70.9601239569668
MFSD12	11.8740942175847	10.614412111679	10.1045725847641	12.7327582078837	11.1119289958295
NMT2	41.7971979984268	43.5864231977195	44.8663239845226	39.9840938367842	41.7458576195376
TRMT10A	10.5767551906992	11.9730571700423	11.1138680862164	10.1748774776939	10.8471949353159
MTFR2	7.34383240156912	6.70965494293663	6.78826628647074	6.63217843577073	7.24992325514715
SLC3A1	1.11779458421984	0.887175963126605	1.33182399105376	0.942086136271754	0.849585858133668
IP6K3	0.127487788266765	0.522262285106423	0.661957930620814	0.639917701788127	0.101111730607897
TMPRSS7	0.507088791966661	0.65824883924334	0.37307870719431	0.383054474168789	0.701422511299053
SHISA9	0.195582203038457	0.435106420697837	0.321642503977031	0.572100482953342	0.340336159746111
GLYCTK	7.01960327946935	4.81352031897833	3.86851571232071	4.31512629407119	5.71587099867595
SLC35F3	0.589685691623163	0.410366576543111	0.19083480850971	0.497930279277388	0.409971605480822
MAP2K5	24.1348408337433	23.7023829755663	23.3987534996172	24.2982332374228	25.426279637008
GPR165	0.362354864554993	0.387181583581051	0.667757319536621	0.78268564316326	0.318966363621114
MICU2	49.9825120938736	52.548783257966	56.3960469286874	58.316535046043	51.9914655212956
KBTBD3	2.70761885672669	3.51789939180483	3.01750958651691	3.0173523745587	3.28284110389949
KATNBL1	26.1398730124035	28.07005207186	28.942487741604	27.6904571219667	27.6784069662306
TXK	0.0455649153527185	0.010107724950544	0.0326956021454561	0.011712815920312	0.0524296061402608
MMP28	5.69007916088318	5.01452857550004	5.45052305994982	5.2058722040687	6.03473749918729
PIGO	27.9171558423744	23.950424080186	24.3819333425625	22.7244451348987	25.0266160247997
RGS9	6.16957729346028	4.8480728951166	5.3548103438359	5.13875810606269	5.9172267271593
WNT2B	0.883337642870833	1.01549870721752	1.12041033263876	1.17950996872432	0.509944861328829
ITGA4	20.0674204441287	19.1750642338701	20.1498671491392	17.901422689125	15.6643090229853
BARHL2	0.00639456756287056	0	0.05799392536022	0.0519023167763882	0.0112433091732113
EPOP	17.2738984973185	14.9433886936317	12.1609581759958	15.3052273499196	15.2135075108107
NPY5R	0	0.0340935881872302	0	0	0.0100805861068461
FES	8.92040807047571	7.46321991072103	7.19758846929419	7.64932894202593	6.26223539615185
PANX2	1.53492207871758	1.22609268950462	0.903253458903606	1.24722353255747	1.21653813332142
TMPRSS11G	0	0	0.0083811976777985	0	0.00620301611978821
EIF1A	45.5097128095307	48.2767121512425	52.0619337030768	50.5921857403562	46.8187115460603
DYNLL2	85.8778735079503	82.3543022670049	82.8264216061812	86.8004905695777	86.6116010194502
COL11A1	127.07201426745	310.173325907473	335.68564376751	319.35080510489	274.75535218027
CWH43	0	0.0324650335539944	0.0334958401147249	0.0395722307019664	0.0583488272012406
MAGEE2	4.37158332929371	4.9644726300671	4.59609121524548	5.17511483615509	3.86283475990389
KCNG1	0.248143049211339	0.546442036907265	0.811184809704935	0.756232704821554	0.592792004750062
ATR	47.4390122903486	50.7308442034673	48.9720399068362	41.7589558062925	42.4386222568666
UBAP2L	201.718041404218	194.63185187972	197.662704445614	197.327414391503	201.155127405301
CLEC18A	0.083136388714004	0.0288078078998939	0.0155813807390707	0.0116673586787066	0.151856376250367
RBBP8NL	0.742229486280159	0.938603714798873	0.575262908188515	0.645917912690555	0.900600542846878
NAA15	113.159659476929	116.442471201878	117.446545292799	110.134664385859	116.309340803689
VWDE	0.763703558010452	2.1803971186381	1.3567737516549	1.70801791825579	2.18598866268833
TPCN2	16.2733504122246	13.5293019231779	13.4570877703653	11.8293128814523	12.9327703091198
EYA3	70.5586076952826	70.2957130354061	70.9997346906923	72.3714548883284	72.3443098551563
GDF5	83.0843408290955	116.481040388782	116.970265827761	128.701804602406	108.802332654507
ILDR2	1.88710301874908	0.715213737856453	0.531705763564407	0.643887713524088	0.459990826981664
ING2	11.7635400100367	12.6874359245219	12.8476097440184	11.8914980378592	12.3598371248647
MRPL57	11.8180837075151	11.337568038719	9.94542698851243	12.1617335172626	12.1060959661354
ADAR	48.3513351750038	45.9003678401811	47.1146539884298	43.8995332237272	47.9599413958177
ZBTB8A	13.21992319229	10.9012660104651	10.2138385563257	10.3739206834238	12.5531643678557
CAPS2	1.47551830742446	1.75334759318616	1.29902426618165	1.35643842828349	1.28892723485751
HS2ST1	72.038413413355	78.662325511978	77.6637564917078	74.9710559769891	66.7112805274779
KLC4	20.4054776198585	18.4166124962063	17.4457314313467	18.3513405011121	18.5352043109979
TOM1	12.8595648339898	10.2086896234736	11.0024178678282	12.0650462170012	10.5192846423784
KCNIP1	0.179338705691824	0.142812650158006	0.187589691135804	0.403979028080714	0.514802702518007
SWAP70	46.0825258375624	40.9891842695036	41.293776384786	38.3879241748885	38.1274236725039
AVPR1B	0	0	0	0	0
TWISTNB	20.357480487688	22.6503310334213	23.374029962718	22.3378466330214	22.8984345144484
POLL	11.1078293509161	10.8958984735623	9.99499316111258	10.276531100358	10.133537940962
LRRC38	0.140687192995161	0.0663001638452244	0.0497601137127058	0.0723119517951819	0.0111949300459599
HMX2	0.0191011566357347	0.0116404431970552	0.00834513400448612	0.0318654884572352	0.0202363387672744
FHOD1	19.8706496828335	17.970712023372	20.8948413027111	18.2796751868969	18.6667529622515
KCTD14	4.93246938230874	1.87721272591696	1.64390860948362	1.38128247464326	2.57651272902443
BMP7	72.7263645765801	88.9892883254698	88.7051519447249	90.5835907196925	70.949654731254
INTS10	39.4403830782294	43.9035010848632	43.413493292625	42.1120812044922	42.2429062333005
ILVBL	17.7938013586773	17.1095706223624	16.622445115728	16.6122574784354	16.6217463654901
B3GNT9	7.24437092096451	6.77272237364835	7.24952593858513	7.41264095395331	5.48082973360536
FIGN	9.12793169075316	11.1895210622209	11.5540659141673	9.58411102195419	9.97530048588944
SLC35B2	32.7017329407331	33.2666173892442	34.0351821431023	36.526394136176	30.2314785726781
1600014C10RIK	11.8228565601264	12.659718631541	12.0616724555105	12.676863982275	10.7844176991009
PEX6	41.3716757225028	38.6050679043303	36.7361132311707	43.5940386588907	41.999815810834
ADAL	14.5585975194575	15.1205360468818	16.2531020058841	15.4558909997377	15.5167773564225
TBCEL	28.0932089042171	27.4992363872318	28.8232157308535	26.3666438641474	26.2451677916893
TCP10B	0.00635884372173721	0.0610203370137107	0.0882052061937535	0.0249648623911858	0.0392642722022873
GTF2B	25.5510307501995	28.0185092189452	27.8650380368819	29.1329264251066	28.8665973612112
KCNQ4	9.55943545671025	7.73431678477592	7.74642805549531	7.84773263574146	7.33380973092973
SLC16A7	16.7010452508668	11.337043306189	11.6915860925989	7.61114342330924	11.5815976270531
EIF2D	37.7175338507812	36.0042828120113	35.7465284373628	35.5075065904257	34.8095923949312
STX11	1.05904182750223	1.37519837858307	1.51307379140255	1.34321318455449	1.25924630667734
ARRDC2	4.85929502324308	4.58630533902537	4.81946953000715	4.68151252042344	4.11020329404156
YIPF5	45.5068335498475	44.098648918419	43.616328895865	47.768817572344	45.872975076098
DLG2	5.82202564949733	6.80654356711572	6.70593922719307	6.43188610346596	4.81783666838687
SIGLECF	0.0451834962287099	0.0232259197166398	0.0493326722378632	0.0567054446612601	0.0161752545835724
SPIRE2	0.752485585811468	0.836497971711204	0.762861039288568	0.638093722250316	0.785460252732797
PDCD4	103.082728522616	106.951167242889	102.080825364091	107.249026204915	97.5573105042646
SPPL3	119.799432562351	114.74424155755	114.972873150388	120.611147940941	116.078762652717
CYGB	1.99087031898448	2.03197950405474	2.15196189466945	2.4509736309125	1.31596141259392
TYR	0.534847857646494	0.284236167961959	0.379487744440563	0.263937693485762	0.25987289201343
MYEF2	130.598887772026	140.431255471154	134.417212597423	117.727338700991	136.103835017609
PPP2R3A	49.727019507139	50.7243538393988	49.0855660326355	45.5375692170085	48.8339803321296
GRB2	61.1346792154183	52.5585369539239	54.7072541658474	59.1003252684674	60.6172753117282
USP40	66.3173702770227	69.946725827245	70.3443558449945	65.9867783678399	65.2065463371011
ANGPT4	0.0263051175462382	0.0328171118460952	0.0591778949301794	0.0126435673098578	0.0368833729366765
IL21	0	0	0	0	0.0209906672338046
FGA	0	0	0	0.0265838372662688	0
CIT	37.4100355000427	34.3451391983558	30.7184234892259	26.7266307692479	37.0836283764417
PHETA1	28.9343634648001	24.9074007587227	24.3406109311077	26.7427136303767	25.9387511496702
HTR1D	0.163122783017499	0.179154587785021	0.0910048622181919	0.114005014571007	0.0349844453896743
TAFA3	0.784660398601961	1.71895818299976	1.57016475052331	1.71710919168864	1.56336586998364
DCLK2	12.3414053951293	12.1429650858618	12.4200313187672	11.6975366381394	9.91924165005886
GDPD1	11.6317107604201	15.0326378633983	16.0381367018109	17.6478161761594	16.8344659912578
SAMD4B	87.8423319088804	81.547546705933	85.1548691192088	85.7123360480843	82.8111448553081
PEX12	6.99837800200186	6.54268142227194	7.73655502508463	6.55882429721309	5.89125280321424
FST	4.97950172364604	23.22788208243	28.4578656636705	23.9469216512267	19.4068043846606
SLC24A4	0.766816007851283	1.1309025200199	0.596081458546079	0.757654296927146	0.454381541487979
ALPI	0	0	0	0	0
SEC14L5	0	0.0227980793859117	0.00773068505218333	0.015436659407172	0.0261047204979348
ASPN	6.89990724704381	2.95681828981132	2.57976316797566	3.65957612925074	1.59434580119818
EFNA5	64.6195755767853	57.7673789237624	55.6945794941252	51.1914355438469	46.5924078053912
COL8A2	29.2392689833562	17.5282589726928	18.8197785804091	20.0558661664681	7.69223459402136
RETREG1	5.91330319793717	5.11272304490914	4.65514245819329	4.93004569885692	4.88955961119274
ADAMTS1	107.265953378159	80.6628662609182	62.268743920433	61.8629812732595	76.6744838324865
CBLN2	3.69267087435689	1.63748726070533	2.49577927255942	4.07685355938729	1.03374287057952
STIM2	20.6062292347234	19.3459546116797	18.410522780673	16.3743496661863	16.7753980682434
KIF14	35.688239627928	37.0157232532821	35.2529485455642	30.8332694100589	35.9725892723527
GIT2	49.1321508183023	48.9491128197772	49.1872032180297	47.4585169349269	47.5087880578557
ZPLD2	0	0	0	0	0
RIPOR3	7.42026460960528	7.09601000135865	6.85860172415944	4.56563430136298	3.11576548436379
RHAG	0.130584223288127	0.126384603266534	0.283047104559371	0.0901463528833128	0.128754925967456
RGS16	8.82016905742439	6.54449559285046	5.98483895447252	6.29025964323974	5.2487462301666
PIP4P2	66.9097841486084	66.4180465940416	62.0250750703034	65.0987632886304	70.2671882151022
STAR	1.12807569451044	1.1633091826653	1.06965242232803	1.04828777654635	1.28346290705521
TRPV1	0.018970550436516	0	0	0.0866377688323403	0
PSEN1	44.0339310443678	42.230902505526	42.8272387541073	44.7297366819804	40.8549660687788
HOXB5	0.118094861190813	0.146650678165137	0.212617547683852	0.196548520860216	0.127420093404487
ASB2	0.639746540725087	0.272061622520432	0.295258464199497	0.706754017186179	0.301359478837956
IST1	109.643325680017	110.909441086534	109.892576281165	108.442312658072	108.736638907152
SCAMP2	28.2526900034558	27.4569527590553	27.1689277926781	29.9225538732282	27.6401836622112
MAGEB3	0.0901616796055931	0.123507531937459	0.174343002106151	0.216009325140384	0.157086747089387
SH2D4B	1.10719668161532	1.39607824471695	1.28438649412612	1.19366296110038	1.17265472476741
FAAH	0.366332413546342	0.65105065023642	1.26648852405092	1.17784245891388	1.14698830227164
RIPOR2	0.966393026206963	1.22854302630339	1.27466993958656	1.30800414253108	0.942987255622514
PLAU	5.50401909107808	5.43134581341654	6.12118385538274	5.51240587947267	4.91860699916929
PRDM13	0	0	0	0	0
APCDD1	58.2098180455497	99.2768623985615	100.230499009625	107.471606916573	63.5793318899597
EDN1	1.89596361236061	3.10937910671883	2.58168469586775	3.1017658623247	1.12505044970235
UPF3B	36.6805655443555	39.6349345319012	39.3939551720581	32.9084964084018	39.4005582654941
MPP4	0.202094333065179	0.406320094949496	0.247558562498048	0.180184976267387	0.177174718308027
HELZ	78.4219053955667	80.3240886278913	82.5347085479962	70.5325807671005	77.6891989609125
P2RX6	0.0900078856958181	0.220143322527444	0.18966269420583	0.0785717685135416	0.107466425204004
CYP2J5	0	0	0	0	0
NXF2	0.521665152499266	0.423031092351836	0.432954800488485	0.525828664962294	0.381246686595154
RIOX1	12.6200717034532	11.0950257777437	10.6202323924651	13.3881304722291	12.8007629255867
ARRDC3	81.5851767096165	93.9207598021347	96.1552845059415	92.8656669212983	85.8168437656356
DMRT2	8.72436804955315	3.01369660465856	3.45493014868739	5.87709323641902	3.74153508478937
ABCG1	7.32737795751654	5.71327710254034	6.34627479070331	6.43231403149936	5.06721073551346
RHOQ	81.0214736212988	80.3168275056637	80.1636611459334	80.9672194434573	75.868363098214
1700034I23RIK	0.0601008462020425	0	0	0	0.0160478090087018
PIGH	17.3348958380925	16.489026333581	16.3799558972095	15.9010643190138	16.4007079217403
KCTD6	19.7683228569848	12.0986591710219	10.366935644093	10.3941391183543	13.6640505770316
