data$Gene	bud_OF	bud_OH	eOFC2	eOFC3	eOFC4	eOHC1	eOHC2	eOHC3	eOHC4	eOHC5	lOFC2	lOFC3	lOFC4	lOHC1	lOHC2	lOHC3	lOHC4	lOHC5
ENSSCUG00000005020	3516.979082	3901.574662	5746.336477	5530.770257	6440.877906	4862.948643	4398.078992	4160.306721	4648.914213	4881.525367	4393.090628	3704.882828	3830.022299	5244.214368	3862.565153	4286.625315	4017.727941	4236.887248
ENSSCUG00000005023	0	0	0	0	0	0.095648477	0.429384252	0	0	0	0.223507716	0	0.104925737	0	0.093412923	0.304392331	0.117579993	0
ENSSCUG00000005029	0.442553077	0.251101246	0.248718583	0.57064158	0.659692382	0.41072486	0.552573375	0.530353061	0.793731127	0.440244	0.752661182	0.931340949	0.941937078	0.562276352	1.194488263	0.667391012	1.186124913	0.405546826
ENSSCUG00000005030	0.138060088	0.097894326	1.729823916	1.22390796	1.146960171	0.641598331	0.294365426	0.670303745	0.756374718	0.801727275	0.764622405	0.8713453	0.396244543	1.11152623	1.929999202	2.249074984	1.438838802	0.605334489
ENSSCUG00000005032	0	0	0	0	0	0	0	0	0	0	0	0.13010732	0	0	0	0	0	0
ENSSCUG00000005034	11.43395381	22.31802661	16.85822952	13.93259091	17.98227216	14.20262025	12.55145618	10.6638187	12.11521138	13.48444306	17.57674855	11.72232731	12.03368546	15.98881867	12.53473376	16.71965799	12.52708711	12.31031251
ENSSCUG00000005044	1.059905207	1.38411007	7.277294379	6.013974615	5.644738361	5.119396813	7.793927125	9.750235138	5.19633461	6.448062851	5.26437635	9.12066473	5.931555442	3.402478628	8.642397485	6.753001725	6.778927623	5.14907328
ENSSCUG00000005045	17.09187055	18.49898296	75.6471971	77.63709564	44.73042103	77.10195833	44.44607535	64.75869055	56.36084803	71.4251624	64.65238017	70.47291099	60.32956256	71.0414581	78.56583959	90.84293844	64.0242837	61.898003
ENSSCUG00000005047	0	0	0	0	0	0	0.325992004	0	0	0	0.349669272	0	0	0	0	0	0	0
ENSSCUG00000005054	0	0	0.240074355	0.331141202	0.234607113	0.131190661	0	0	0	0.127122822	0	0.533561063	0.237714891	0.10103284	0.221159957	0.39927806	0.130346052	0
ENSSCUG00000005055	0	0	0	0	0	0	0	0	0	0	0	0.204126589	0	0	0	0	0	0
ENSSCUG00000005058	4.820907563	4.402508006	1.123249758	3.244875596	4.496402429	1.676592581	3.461494361	5.675285999	3.205670465	4.376242499	0.845330788	4.25271653	2.363947531	4.410389614	3.252585902	2.043171958	3.444600532	1.567813019
ENSSCUG00000005062	174.8924001	220.2916915	52.51947533	59.96781369	51.94773371	57.31088607	68.88100652	77.73388564	70.38072796	59.02684316	70.96798109	62.05255074	67.12486523	57.13104216	75.95654335	72.49764854	83.55960375	98.26823362
ENSSCUG00000005064	2.83275858	1.437769758	2.344069679	2.56612813	2.465010632	2.122441785	2.221048078	3.16769216	2.639606583	2.714954799	2.979891908	4.316795273	3.649378984	1.929881031	2.564396863	3.200586214	3.826623553	2.655930062
ENSSCUG00000005068	0	0	0	0	0.234438815	0	0.467800367	1.033054138	0	0	0.536804198	0.263761324	0.712633093	0.201920726	0	1.839287055	0.781515281	0
ENSSCUG00000005071	17.12540582	19.58450133	50.82817288	56.83696934	57.41614321	51.8660171	40.50519255	45.15777257	51.52821883	61.05590256	25.12968295	36.92076178	32.33408959	34.57936683	24.8832858	36.73275912	33.30669218	36.47663646
ENSSCUG00000005077	0.178745977	0	0	0.128199421	0	0	0.123506385	0.143817705	0.119094231	0.129120111	0.13960766	0.141264878	0	0	0.233390773	0	0	0
ENSSCUG00000005082	0	0	2.458996885	1.583250658	0.800999285	0.773158524	2.46603193	0.930585151	0	6.781563735	1.834081011	1.815251383	0.848149708	3.217064506	0	1.363221416	0.950438274	4.255923949
ENSSCUG00000005083	0	0	0	0.381133414	0.367870996	0	1.563219374	0	0.354063931	2.34811241	0.84268587	0	0.762592257	1.373013674	1.04079669	0	0	1.996716981
ENSSCUG00000005084	3.754122044	1.952522391	7.289130748	4.177744527	6.860924698	8.794990513	5.141045411	8.143832499	3.920680237	7.262146992	11.51315657	8.988772602	8.195928483	12.02900741	5.227925598	9.210080084	9.80613791	15.22268937
ENSSCUG00000005085	0	0	0	0	0	0	0	0	0	0	0	0	0.248238939	0	0	0	0	0
ENSSCUG00000005086	0	0	0.186215419	0.195407894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005089	0.471738504	0.805534414	1.076715622	1.765434768	1.326636363	0.84984546	2.067991333	0.595407404	1.598564716	2.161973768	1.726409815	1.404876541	1.091844903	1.523159693	0.347968571	1.311660794	1.547954351	1.700171972
ENSSCUG00000005090	2.542483043	0.40226262	1.605997807	4.65402454	3.181620398	2.456635236	3.48576906	3.074413135	2.970632182	3.644411171	2.522376582	2.915513451	4.32281243	2.933224251	2.796955848	1.857055396	2.930001434	2.712215913
ENSSCUG00000005093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204049967	0	0	0
ENSSCUG00000005096	0	0	0	0	0	0	0	0	0.591426755	0	0	0	0	0	0	0	0	0
ENSSCUG00000005100	0	0	1.494100515	0.816980652	2.055249462	1.467830126	0.703103443	1.001792169	1.062101606	0.728554794	0.792197194	0.77449745	0.478431896	0.524358363	0.575319477	0.428180157	1.185000168	0.47768447
ENSSCUG00000005103	34.07231673	30.80081653	51.65574509	54.28138441	58.92980213	49.89971071	48.46206082	50.95519681	49.10362309	53.13508254	53.60222804	58.16672271	56.72074225	45.49244011	51.07274465	48.6930499	38.63688399	46.57657623
ENSSCUG00000005105	0	1.06425324	1.224994785	1.126446142	0	0	0.597173728	1.918265526	3.52039735	0.648652347	1.390992048	0	4.32725754	1.546579625	1.692724288	0.509335474	4.080831562	0
ENSSCUG00000005107	0.08863693	0	0	0.172149782	0.166194596	0.278863568	0.45018733	0.775802564	0.177730458	0.710440535	0.281203629	0.752094167	0.252647643	0.083453861	0	0.155830571	0.493106327	0.535529245
ENSSCUG00000005108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005110	0	0	0	0	0	0	0	0	0.509850651	0	0	0	0	0	0	0	0	0
ENSSCUG00000005111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005114	0	0	16.04331428	15.73678782	16.25666151	14.85892603	20.53848922	22.31948629	17.63434958	18.40738629	0	0	0	0	0	0	0	0
ENSSCUG00000005116	16.28993978	17.25269075	19.4741277	18.44465685	21.58108251	22.85358223	19.99702185	26.22435389	20.771524	22.98352121	27.2031899	28.0338827	21.64593527	20.71726334	27.50277107	27.37317697	24.74685571	27.32145759
ENSSCUG00000005119	0	0	7.902390759	8.523812449	6.261527705	6.45987612	7.614582896	8.260688671	9.305071866	6.921586976	0	0	0	0	0	0	0	0
ENSSCUG00000005120	0.10035929	0.142323609	0	0	0	0	0.075292921	0.08074835	0	0	0	0	0.07042468	0.059863354	0.065520166	0.059144443	0.319405749	0
ENSSCUG00000005121	0.136034507	0.192411759	0.251776039	0.120031146	0	0	0	0.224836451	0.422819497	0	0	0.436697047	0.135068338	0.237946164	0.281942577	0	0.141742428	0
ENSSCUG00000005126	0	0.106608764	1.570530044	0.957825228	1.13058331	0.883580269	1.035588162	0.498296702	0.634814422	0.1531852	0.159413591	0.159032563	0	0	0.601894958	0.795059436	0	0
ENSSCUG00000005128	0	0	7.761094973	10.48545301	7.998020061	6.773305101	10.16467904	8.935349697	7.093628409	8.412616538	0	0	0	0	0	0	0	0
ENSSCUG00000005131	0.324506897	0	0	0.095443761	0.202860154	0.195809235	0	0	0.195163731	0.109920603	0.228779779	0.684698857	0.527749513	1.018902781	1.167126743	0.08631197	0.586475682	0.82586297
ENSSCUG00000005137	0.252995138	0.406783401	0.318035239	0.439588606	1.215287254	0.842017782	0.654753316	2.091446313	2.715548214	0.955085357	0.58379867	1.370742054	0.46254554	0.743773817	1.168775593	1.680250869	1.612278262	0.716284147
ENSSCUG00000005139	947.9100425	1136.749095	448.6418358	449.677555	487.0823923	555.7877704	584.2081851	507.9971037	456.4931575	495.5549541	548.9208405	497.6008986	500.3723368	481.9004841	514.8869507	538.1260294	415.5179886	508.0105789
ENSSCUG00000005141	0.269856873	0.0558089	0.096357158	0.147675661	0.062748645	0.070206912	0.159263805	0.091789256	0.322142102	0.438366605	0.1448124	0.283012128	0.163312421	0.256750546	0.528500965	0.224533258	0.253606182	0.17029242
ENSSCUG00000005143	0	0	0	0	0	0.230254509	0.248205902	0.382252911	0.255049694	0	0.138591544	0	0	0	0.224872862	0.405981268	1.105228606	0
ENSSCUG00000005145	0	0	0	0	0.099594343	0.096173377	0	0	0	0.215953769	0.347323929	0.68060356	0.105501549	0.171632617	0.330336989	0.492869425	0.118225249	0
ENSSCUG00000005152	0.224909299	0.381633693	1.837987712	2.294017783	2.624194883	2.11923234	1.425220952	1.154985186	1.024469765	1.63670741	1.950680196	2.740830997	2.154478791	1.154059645	2.611054181	2.699116034	2.383881789	1.563937897
ENSSCUG00000005153	0.553206995	0	1.061662147	1.464379984	0	0.580154258	0	0.602664669	1.719465956	0.562165368	0.602763221	0.591967109	1.074891943	0	0.489009239	0	0.61552193	0
ENSSCUG00000005156	0.200299085	0	0.185359257	0.724716012	0.187820522	0.181292344	0	0	0	0	0	0.214332919	0	0	0	0	0	0.212232195
ENSSCUG00000005157	0.645408161	0	0	0	0	0	0	0	0	0	0	0.690628293	0	0.521254614	0	0	0	0
ENSSCUG00000005158	0	0.058407456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10234348
ENSSCUG00000005164	133.9224405	126.1726267	71.43611529	79.2669623	62.52397843	72.34796451	76.28647946	91.959086	84.83061482	85.49119801	101.9864446	102.6843323	110.4979961	80.12382269	127.4707903	120.1924772	78.54511269	101.8307456
ENSSCUG00000005167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005172	1.872834598	0.745723967	2.951264374	2.234593265	1.650436551	3.458564371	3.253762656	4.333508064	2.361876299	3.637578305	1.301712443	1.436618815	1.063925475	0.127482743	0.94094555	0.648245149	0.573897093	0.803820234
ENSSCUG00000005176	30.25568339	24.42410056	40.22751623	37.38424109	35.33597309	39.45344693	41.18936121	47.89453629	47.24296858	39.5214068	44.92643664	49.01993184	49.81199192	30.11999067	42.18135359	48.16065597	54.49328483	42.44377581
ENSSCUG00000005179	0	0	0.188187597	0.064245724	0.248093073	0.318401746	0.330707312	0.054672645	0.291896272	0.199165804	0.212010113	0.283173332	0.3256107	0.169152537	0.127039533	0.063521002	0.285088427	0.126278022
ENSSCUG00000005183	0.057816922	0	0.053504497	0	0	0.460157921	0	0.158545078	0.156474173	0.115302136	0.248276394	0.18473156	0.167272523	0	0.239660545	0.09226847	0	0.055178552
ENSSCUG00000005184	16.51159426	9.770981884	19.68207595	21.28005413	17.81184611	21.48075744	22.11930205	21.5748447	25.59002186	17.91120043	21.08893233	22.63900678	25.0886996	11.88684009	18.59789768	16.8477767	17.92754194	19.57109684
ENSSCUG00000005188	6.313320961	3.751352474	3.739054447	9.308550818	6.818892032	7.971952056	6.764358509	10.12071087	9.237025791	12.01835037	15.28659168	19.95089697	22.92640899	14.88214793	19.47229256	11.72567642	18.82920955	18.75909979
ENSSCUG00000005189	88.31871758	93.90960007	76.644013	100.0302014	82.36290108	109.9333607	106.359719	112.9457783	106.2069905	111.4408414	130.0458345	139.5560878	131.6764545	123.2939895	97.59812142	104.5277167	120.2685465	139.9981107
ENSSCUG00000005190	0.794426564	0	3.297891547	4.815586187	2.750285924	1.882536924	3.570652649	2.630126486	4.313803465	4.320203348	4.625438937	3.11562359	5.134349101	1.052478845	1.70490768	1.560590173	2.106966655	3.565527878
ENSSCUG00000005193	0	0	0	0.252760621	0	0	0.121753867	0.215097456	0	0	0	0.137297717	0	0	0.230079029	0	0	0.137895451
ENSSCUG00000005194	3.869182836	3.302866894	13.76086396	18.53836649	13.18988225	8.850616265	11.84659182	9.975501702	12.41056267	11.07916747	10.32089269	8.696017371	9.261092254	6.687012857	5.761255824	6.024484048	5.697329397	8.470189797
ENSSCUG00000005198	0	0	0	0.870042344	0	0.405461025	0	0	0.404124384	0	0	0	0	0	0	0	0.96519655	0
ENSSCUG00000005204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005205	0.064732616	0	0.1220187	0.177096223	0.060699797	0.447313292	0.31838701	0.070519826	0.447792952	0.131561732	0.068455465	0.069268068	0.248784475	0.182842076	0.171661861	0	0.206921808	0
ENSSCUG00000005206	0	0	0	0.502483328	0	0	0	0	0.628149331	0	0	0.600789683	0	0.536177418	0	0	0	0
ENSSCUG00000005210	0	0	0.604060828	0.604705055	1.097958343	0.563622446	0.730951103	0.756646321	0.716235818	0.407594239	0.626738686	0.432423219	0.22754769	0.535883499	0.389080747	0.299335677	0.252326249	0.055883117
ENSSCUG00000005212	0.105238488	0.184558816	0.07192799	0.137163156	0.291439795	0	0	0.064231823	0.085733138	0	0.082195411	0.249513344	0.224870376	0.073180326	0.298503239	0	0	0.082355936
ENSSCUG00000005216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005220	19.88005968	15.80456849	10.92711051	11.20303016	11.69847454	18.16717131	18.26423335	17.92465733	11.38877449	13.86044085	16.93223766	19.67472237	23.39035265	10.01442874	12.39341224	17.88130076	6.550283756	12.81707916
ENSSCUG00000005223	0.200393206	0.10107007	0.239246163	0.356901752	0.159652031	0.588259591	0.614399748	0.629974034	0.230392358	0.547697918	0.274171368	0.54528082	0.705716746	0.337886281	0.585111757	0.476052825	0.671278815	0.37455816
ENSSCUG00000005224	1849.63795	982.9189741	2335.673033	2351.279643	5133.564844	5304.199145	5220.75662	3058.395796	3604.646451	3222.266563	620.1176876	611.7813149	493.8204626	3200.943842	1031.948407	687.888876	1015.780827	1250.674157
ENSSCUG00000005225	3.200313514	6.767419558	2.475195362	1.227079033	3.033033866	2.69568195	2.239088212	2.397666155	3.067977372	2.085780507	4.116113429	3.062501839	2.302866676	2.235563379	3.115415214	2.304647995	2.832031725	1.649870513
ENSSCUG00000005228	118.5805512	124.3363566	114.8602594	105.6179955	129.0246374	104.6352026	119.3631972	153.1084702	113.1460106	123.012744	132.2206695	146.7121883	147.2404644	101.1650365	144.9683751	155.7175795	132.3748162	112.3461405
ENSSCUG00000005229	0	0	0	0	0	0	1.079498685	0.602664669	0	0	0	0	0	2.97701159	1.146566479	0.531156565	0	1.700292618
ENSSCUG00000005231	0	0	0.306248696	0	0	0	0.298586864	0.695382311	0	0	0	0	0	0.558258307	0.33074033	0	0	0.980938049
ENSSCUG00000005233	0	0	0.369120945	0	0	0	0.179943077	0	0	0	0	0	0.190974106	0	0	0	0	0
ENSSCUG00000005234	0	0	0	0	0	0	0	0.361598802	0.299436925	0.337299221	1.053040638	0	0	0.625029675	0.637375487	0	0	0
ENSSCUG00000005235	0	0	0	0	0	0.191560368	0	0	0	0.18562064	0.386335664	0.580873087	0.181365346	0.687925743	0.189291636	0	0.406476746	1.142052624
ENSSCUG00000005237	0	0	0	0	0	0	0	0	0.182583491	0	0	0	0.401910663	0	0	0	0	0.193156975
ENSSCUG00000005239	0	0	0	0	0.176271687	0	0.175866697	0	0.207350265	0	0.614467361	0.198318924	0.178606712	0.176990604	0.498504564	0.180490095	0	0.378587017
ENSSCUG00000005241	0	0	0	0	0.171210401	0	0	0	0.164784471	0	0.193167832	0.192706125	0	0	0	0.145753233	0	0
ENSSCUG00000005243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005246	0.538686506	0	0	0	0	0	0	0	0	0	0.433494097	0	0	0	0	0.19099808	0	0.21077855
ENSSCUG00000005247	0	0	0	0	0	0	0	0.391825327	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005248	0.450706188	0	0	0	0	0.150644068	0	0	0	0	0	0	0	0.156705148	0	0	0	0
ENSSCUG00000005252	0	0.08875406	0	0.0897736	0.08664972	0.096948855	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005253	0.15481935	1.380591024	0.43106869	2.290656907	1.286326986	0.533888417	0.767171559	1.284285487	0.252248944	0.111836316	0.604600104	0.485972811	0.784940647	0.10765767	0.439136654	0.201025527	0	0
ENSSCUG00000005255	0.597805158	0.42277781	0.276608153	0	0.420303001	0.270539175	0.279637098	0.494023145	0.56931977	0.899833152	0.316092816	0.315337295	0	0.764232901	1.302806812	1.744217381	0.810302164	0.617696556
ENSSCUG00000005256	4.234843478	4.061374346	9.868464967	11.49694502	8.67470242	6.514924071	7.467850117	7.940463631	7.396351665	7.198829881	5.707152342	5.724411639	5.092630537	5.194306885	5.210115361	4.12378402	5.301639115	5.770179585
ENSSCUG00000005257	0.07917607	0.082711229	0.16434124	0.216767204	0.164454127	0.061325031	0.282923691	0.096649495	0.545266889	0.057194143	0.249233809	0.185957357	0.39892464	0	0.224578611	0.158952087	0.125993778	0.291345129
ENSSCUG00000005261	43.26266618	41.70702117	82.34841307	78.07205879	78.55510087	68.61292632	63.51797656	56.45731982	70.29790512	72.19508555	62.76180604	62.31711533	62.51272056	52.12872762	50.69136916	48.62433868	54.47081364	51.29839756
ENSSCUG00000005262	0	0	0	0	0	0	0	0	0	0	0	0.131409323	0.242023561	0	0	0.119595653	0	0.118876451
ENSSCUG00000005263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005264	23.52391762	32.18377536	32.29141346	35.36447894	28.61094261	32.51659174	32.81743458	33.35909108	41.65417516	31.41429484	45.5584089	54.42570243	32.73060423	39.60795379	46.51311703	36.82722121	27.78503405	36.83660358
ENSSCUG00000005266	0.346190845	0.521768422	0.131249441	0.060345329	0.192363591	0.143444734	0.208414825	0.169553862	0.137134255	0.069498466	0.293683302	0.434970899	0.330749743	0.321958967	0.383563611	0.163714974	0.294710721	0.478476707
ENSSCUG00000005267	0.227999147	0.205039615	1.978779373	1.079960517	1.729409943	1.728765388	1.042092896	1.175708646	1.769247779	0.856034196	1.584273224	1.178788119	0.658425318	0.579199852	0.436677217	0.668563473	0.452830525	0.176049565
ENSSCUG00000005268	0	0	0	0	0	0.118768327	0	0	0	0	0	0	0.249350033	0	0	0	0	0
ENSSCUG00000005271	6.204779897	8.323167797	16.3256975	16.6075219	13.72810496	9.43754067	9.742854478	10.70728627	8.99202255	5.763487324	8.064459251	7.92199136	6.986650311	4.867328705	3.753719427	5.357940708	4.732707454	4.176140624
ENSSCUG00000005274	1.999531268	0	0	0.434349995	0	1.994265856	0.960570864	1.756674044	0.444080185	1.00046379	1.577498978	8.383463983	3.358179172	0.92695079	2.175676697	2.989088395	2.703756162	0.991384647
ENSSCUG00000005279	0	0.076463164	0.29753174	0.3725729	0.074681835	0.394741523	0.32360815	0.523559918	0	0.476490818	0.084224	0.252068066	0.230420194	0.139309431	0	0.076469067	0	0.084388487
ENSSCUG00000005294	11.57531366	15.04999627	14.26428776	11.90182501	13.83507852	15.26081032	15.60892565	17.40067368	16.26526104	16.37568207	14.96903218	13.99994954	16.03687192	15.36219636	16.83139453	16.63978523	16.2429112	16.89753135
ENSSCUG00000005295	0.427049212	0.111529169	2.507881973	2.922924291	1.921960345	2.043610181	1.256234212	1.167019771	1.644442555	1.750783628	0.677199143	1.176499079	2.41760824	1.719093509	2.470651281	1.335097778	1.019352375	1.220632668
ENSSCUG00000005300	0	1.641012678	5.308634961	2.259867136	0	2.261280845	3.606240242	2.393169302	5.823997591	1.832672537	4.043175204	1.327280581	1.807022882	3.781956462	2.39872495	0.498382023	2.603183515	0.661799317
ENSSCUG00000005301	602.3212381	501.3690519	415.2827034	382.5808364	356.3877171	377.8772701	461.7623641	566.294098	443.3733868	425.3956885	550.7490989	584.3307021	618.1960031	413.1048408	549.1544976	541.5574253	501.8380644	579.2778661
ENSSCUG00000005303	102.5571838	116.7874022	73.79481825	72.42085766	66.1924324	64.70683719	61.36689925	61.62580333	65.50572867	63.73941535	67.39152914	60.53037533	62.57481337	61.90770744	60.27750327	56.56634	58.52299949	62.72936766
ENSSCUG00000005304	0.801196338	0	0.768789831	1.802903056	1.502405253	1.6229198	0.813855899	0.993156875	0.361389392	0	0	0.422624467	1.903085308	0.700710427	0	0.958955754	0	0.806781989
ENSSCUG00000005305	22.09561823	8.740397714	11.11096911	10.42729311	8.10320097	9.990694573	15.42239092	21.32650499	16.97402399	8.764741408	15.29788161	19.08945505	18.91518196	7.907934881	14.12185439	15.39316154	23.62701632	13.16963633
ENSSCUG00000005312	31.41106734	19.13740001	34.38097535	27.74294456	27.84066089	32.03273859	32.40704736	37.5430379	26.94489242	30.30343548	38.04308175	43.62562174	41.31531711	31.41219832	35.54658488	37.40066995	35.88173264	32.96385589
ENSSCUG00000005324	30.89735007	21.59711105	32.98136198	38.88169876	37.93555121	32.76557964	41.99250581	36.11328713	24.3083248	38.12706592	33.21333527	31.14202949	27.87096273	44.57197426	43.90422378	41.51054634	43.12045415	36.94353582
ENSSCUG00000005330	1.081318718	0.276048584	2.337846027	2.513331767	2.871393558	3.424018463	2.015930384	2.35718534	2.647433314	2.401737812	2.735131538	1.756701582	2.913020386	3.051578057	3.363495184	3.227665196	1.513189413	2.642044916
ENSSCUG00000005332	0.520697819	0.859241157	1.962994072	2.313481364	1.46450016	1.563410921	0.974273473	1.382204153	1.478942319	1.541069724	1.51291167	0.737671877	1.191483611	1.167901449	1.460139564	0.776932394	1.652174469	1.379947018
ENSSCUG00000005333	0.300552266	0.312776748	0.111253917	0.106077888	0.169072932	0.063038493	0.40330095	0.395153191	0.349515327	0.361919784	0.190702427	0.449347871	0.583978893	0.396426875	0.22169643	0.412965118	0.388542385	0.414220351
ENSSCUG00000005339	33.15524197	23.60070056	18.69509287	17.64333056	17.10934748	18.45726852	18.98980528	19.84452922	19.34337375	17.60028029	25.66436011	23.88624097	26.02775741	17.91514891	21.41924537	18.51406295	15.65649374	29.00277783
ENSSCUG00000005341	0	0	0	0	0	0	0	0	0	6.994703033	0	0	0	3.753033223	4.107677604	0	0	2.46189346
ENSSCUG00000005342	0	0	0	1.671303243	1.775377417	3.70079272	3.544096258	0	5.887301913	1.924805335	2.063808854	14.07364663	5.561016332	0	3.348650221	0	0	0
ENSSCUG00000005346	17.65197732	12.33468201	10.99565897	13.77015714	11.19436846	12.08185045	14.8372442	19.05639303	15.6419681	11.91427281	19.27613885	23.20872534	20.06792519	12.37705657	21.93387934	20.80168112	17.63797468	17.12328974
ENSSCUG00000005349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005350	30.53971992	28.58639103	25.63413475	29.10877072	27.19778724	26.64293591	23.54192562	31.05023217	24.64115811	27.04113383	29.55989728	30.17404024	38.43373197	18.35827683	26.36536012	24.39180592	24.00213133	24.77028698
ENSSCUG00000005351	10.28834732	8.446543138	11.24521768	8.82883481	11.68742237	10.35591653	7.566669424	12.65556537	9.714539289	9.296718119	12.82137328	13.54583716	12.65063091	11.93292423	12.47115885	13.12835485	12.27021339	12.25196447
ENSSCUG00000005357	18.33199212	13.69054971	4.927115122	5.461096822	6.533907382	3.467289934	3.912881155	10.73545227	6.114816412	6.031784556	8.390490328	12.52757073	11.09738275	4.982311259	8.949745367	9.462143991	7.932365891	5.771692134
ENSSCUG00000005363	16.24061736	14.15681692	16.55139537	17.90929242	15.97696008	15.7648902	17.28646215	19.91374282	18.50254479	16.19271832	16.24478959	17.77713657	18.97766426	13.88848088	17.17344487	17.55705956	18.01578692	14.03792501
ENSSCUG00000005373	0.454871283	0.448671266	0.386720751	0.488722724	0.293850378	0.706920342	0.497078759	1.032122355	0.188494467	0.318492969	0.445273831	0.662876411	0.717175986	0.18273923	0.477659389	0.333449843	0.55904974	0.442786594
ENSSCUG00000005374	0	0	0	0	0	0	0	0	0.903473479	0	0	0	0.994382416	0	0	0	0	0
ENSSCUG00000005376	0	0	0	0	0	0	0	0.252445972	0	0	0	0.247964946	0.115041583	0	0.120069295	0.203698738	0.362178292	0
ENSSCUG00000005378	0	0	0	0	0	0	0	0.171846953	0	0	0	0	0	0	0	0.165929098	0	0
ENSSCUG00000005379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSSCUG00000005381	0.133476918	0.038988343	0	0.041266747	0.065763996	0.045688799	0	0.019324711	0.119571908	0.071289086	0.201583254	0.025022764	0.228181553	0.198152524	0.02067068	0.115748422	0	0.066951753
ENSSCUG00000005383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153167278	0	0	0
ENSSCUG00000005389	1.935654572	0.511368181	0.681482036	0.638007877	0.677737437	1.085521829	0.367248253	2.363145695	0.724933777	0.36739023	0	0.381414197	0.34350295	0.340394792	0	0.694250283	1.557931361	2.836375419
ENSSCUG00000005390	0	0.229924873	0	0	0	0	0.304157515	0	0	0	0	0.34298814	0	0	0	0	0	0
ENSSCUG00000005394	0	0	1.378312421	0.482117481	2.792637406	4.329390484	1.433249327	1.491984298	1.990986215	3.008116809	5.950354874	0.523765365	0.964646616	6.211755947	0	1.906715876	2.174473714	1.99971604
ENSSCUG00000005396	0.662765982	0.346179022	0.67947705	1.598557076	0.68840229	1.213054005	0.974816576	1.213548429	1.472267194	0.488090782	0.517646381	0.781995676	0.232539918	0.856205156	0.977233949	0	1.616599844	0.726486405
ENSSCUG00000005398	0	0.116912231	0.58009064	0	0	0.458365904	0.361324769	0.233296379	0.329568942	0.242851598	0.257557109	0.513882999	0.231402406	0.327658508	0	0.116921257	0	0.116218138
ENSSCUG00000005402	0.21666179	0.226335595	0	0.155393238	0.299971942	0.793107853	0	0.264477037	0.898287991	0.325219634	0.856370215	0.680094182	0.469801196	0	0.473100414	0.153640329	0	0
ENSSCUG00000005403	0.61284335	0	0	0	0.212212798	0.474671666	0	0	0	1.371232467	0	0.477510761	0.889137718	0.213078298	0	0.217291322	0.251804426	0
ENSSCUG00000005405	0.301719552	0	0	0.432796	0	0.233693851	0	0	0	0.226447686	0	0	0	0	0	0	0	0
ENSSCUG00000005406	0	0	0	0	0	0.614572076	0	0.342670344	0	0	0	0	0	0	0	0	0.983242149	0
ENSSCUG00000005407	0	0	0	0.085138371	0	0	0	0	0	0.196104198	0	0	0	0	0	0	0	0
ENSSCUG00000005414	3.619005148	1.359169945	2.629585124	1.883266303	1.490980118	0.997599404	1.530252513	1.23452773	1.56767998	2.622533983	1.129607224	0.990615573	2.185776517	0.713124449	1.587354916	1.016147879	1.28016569	1.221883288
ENSSCUG00000005415	1.11089706	1.249595953	0.855106449	0.999525441	0.366142254	0.359697038	0.765528885	0.405855787	0.709044099	0.602429623	0.603488289	0.551945145	0.756938382	0.513675084	0.776340741	0.554546174	0.325686361	0.404658959
ENSSCUG00000005416	1.196871469	1.015445959	1.985429375	1.731979918	0.443335925	1.171905633	1.586390034	1.554340706	2.157240187	0.720822622	1.015339284	0.253011722	1.14348758	0.445238236	0.454032742	0.831378297	0.789237752	0.726719368
